,location,total_sqft,bath,balcony,price,BHK,price_per_sqft
509,Sarjapur  Road,1195.0,2.0,1.0,70.0,2.0,5857.74
511,Other,700.0,1.0,0.0,41.0,1.0,5857.14
512,Vittasandra,1246.0,2.0,1.0,67.0,2.0,5377.21
515,Other,1600.0,4.0,1.0,80.0,4.0,5000.0
517,Begur Road,1584.0,3.0,2.0,65.0,3.0,4103.54
519,Hosur Road,1175.0,2.0,2.0,48.0,3.0,4085.11
520,Other,1595.0,3.0,2.0,115.0,3.0,7210.03
521,Other,1353.0,2.0,2.0,110.0,2.0,8130.08
522,Electronic City,1599.0,3.0,2.0,125.0,3.0,7817.39
523,Whitefield,1150.0,2.0,1.0,70.0,2.0,6086.96
525,KR Puram,1155.0,2.0,2.0,42.74,2.0,3700.43
526,Other,1200.0,2.0,0.0,85.0,1.0,7083.33
527,Electronic City Phase II,1000.0,2.0,1.0,25.0,2.0,2500.0
529,Other,1867.0,3.0,1.0,160.0,3.0,8569.9
530,Ramagondanahalli,1251.0,2.0,1.0,47.0,2.0,3756.99
531,Other,1028.0,2.0,1.0,45.5,2.0,4426.07
532,Arekere,1222.0,2.0,2.0,45.0,2.0,3682.49
533,Bannerghatta Road,1170.0,2.0,1.0,66.0,3.0,5641.03
535,Other,1385.0,2.0,2.0,48.48,3.0,3500.36
536,HSR Layout,1372.0,2.0,1.0,68.0,2.0,4956.27
537,Magadi Road,1282.0,2.0,2.0,49.0,3.0,3822.15
540,Kanakpura Road,1135.0,2.0,1.0,39.73,2.0,3500.44
541,Whitefield,1768.0,3.0,2.0,101.0,3.0,5712.67
542,Other,1325.0,2.0,1.0,90.0,3.0,6792.45
543,Electronic City,1599.0,3.0,2.0,99.0,3.0,6191.37
544,Whitefield,1500.0,3.0,1.0,61.95,3.0,4130.0
546,Uttarahalli,1286.0,2.0,2.0,63.0,2.0,4898.91
548,Other,1600.0,2.0,2.0,50.0,3.0,3125.0
549,Hennur Road,1195.0,2.0,0.0,63.77,2.0,5336.4
551,Munnekollal,1102.0,2.0,2.0,53.67,2.0,4870.24
552,Yelahanka,1350.0,2.0,2.0,54.0,2.0,4000.0
553,Banashankari,1200.0,2.0,2.0,42.0,3.0,3500.0
555,Other,1800.0,1.0,1.0,80.0,2.0,4444.44
556,Other,950.0,2.0,1.0,40.0,2.0,4210.53
557,Kanakpura Road,525.0,1.0,1.0,27.25,1.0,5190.48
558,Attibele,656.0,2.0,1.0,25.0,2.0,3810.98
559,Marathahalli,1780.0,4.0,3.0,175.0,4.0,9831.46
560,Other,1056.0,2.0,1.0,80.0,2.0,7575.76
561,Bannerghatta Road,595.0,1.0,1.0,33.32,1.0,5600.0
562,Other,1080.0,2.0,2.0,50.0,2.0,4629.63
563,7th Phase JP Nagar,2225.0,3.0,1.0,160.0,3.0,7191.01
564,Bommasandra,1126.0,2.0,1.0,28.15,2.0,2500.0
565,Electronics City Phase 1,1490.0,3.0,1.0,84.0,3.0,5637.58
567,Sarjapur  Road,1550.0,3.0,3.0,100.0,3.0,6451.61
568,Whitefield,1600.0,3.0,2.0,86.0,3.0,5375.0
569,Other,1160.0,2.0,1.0,55.0,2.0,4741.38
571,Sarjapur  Road,2100.0,3.0,2.0,125.0,3.0,5952.38
572,Vittasandra,1404.0,2.0,1.0,69.3,2.0,4935.9
573,Sarjapur  Road,2230.0,4.0,3.0,225.0,4.0,10089.69
574,Other,1544.0,3.0,2.0,120.0,3.0,7772.02
575,Banashankari Stage III,1305.0,2.0,1.0,58.7,3.0,4498.08
576,Marathahalli,1230.0,2.0,2.0,80.0,2.0,6504.07
577,Other,1200.0,2.0,0.0,65.0,2.0,5416.67
578,Harlur,1460.0,3.0,1.0,73.0,3.0,5000.0
579,Sarjapur  Road,1200.0,2.0,2.0,34.185,2.0,2848.75
580,Gottigere,967.0,2.0,3.0,45.0,2.0,4653.57
581,Other,540.0,1.0,1.0,36.0,1.0,6666.67
582,Hormavu,715.0,1.0,2.0,46.0,1.0,6433.57
585,Mysore Road,1020.0,2.0,1.0,48.95,2.0,4799.02
586,Jigani,1020.0,2.0,1.0,40.0,2.0,3921.57
587,Koramangala,1253.0,2.0,1.0,102.0,2.0,8140.46
588,Other,1180.0,2.0,2.0,42.0,2.0,3559.32
589,Other,961.0,2.0,2.0,38.0,2.0,3954.21
590,Kanakapura,1419.0,3.0,3.0,75.0,3.0,5285.41
591,Harlur,1709.0,3.0,2.0,150.0,3.0,8777.06
592,Other,1600.0,2.0,0.0,115.0,2.0,7187.5
593,Other,416.0,1.0,1.0,18.5,1.0,4447.12
594,Sanjay nagar,1100.0,2.0,2.0,98.0,2.0,8909.09
595,HSR Layout,1430.0,2.0,1.0,65.0,3.0,4545.45
596,Other,1260.0,2.0,2.0,45.0,2.0,3571.43
597,Other,1630.0,3.0,2.0,85.0,3.0,5214.72
598,Sarjapur  Road,1249.0,3.0,2.0,44.71,3.0,3579.66
599,Kalena Agrahara,1450.0,2.0,3.0,85.0,3.0,5862.07
602,Other,834.0,1.0,1.0,60.0,1.0,7194.24
603,Other,1125.0,4.0,1.0,70.0,3.0,6222.22
604,Arekere,2060.0,3.0,2.0,140.0,3.0,6796.12
606,Gottigere,891.0,2.0,1.0,25.0,2.0,2805.84
607,Raja Rajeshwari Nagar,1133.0,2.0,1.0,49.07,2.0,4330.98
608,Bisuvanahalli,1075.0,2.0,1.0,37.0,3.0,3441.86
611,Vidyaranyapura,1200.0,2.0,2.0,55.0,2.0,4583.33
612,Thanisandra,1075.0,2.0,2.0,45.8,2.0,4260.47
613,Kaggadasapura,1140.0,2.0,2.0,40.0,2.0,3508.77
616,Raja Rajeshwari Nagar,1090.0,2.0,1.0,42.0,2.0,3853.21
617,R.T. Nagar,1500.0,4.0,1.0,70.0,4.0,4666.67
619,Whitefield,1790.0,3.0,2.0,100.0,3.0,5586.59
620,Hebbal,1920.0,3.0,2.0,134.0,3.0,6979.17
621,HRBR Layout,1374.0,2.0,2.0,95.0,2.0,6914.12
622,Bannerghatta Road,1445.0,3.0,2.0,95.0,3.0,6574.39
623,Kanakapura,711.0,1.0,1.0,36.0,1.0,5063.29
624,Tumkur Road,1500.0,3.0,3.0,95.0,3.0,6333.33
625,Whitefield,1720.0,3.0,3.0,100.0,3.0,5813.95
626,Vasanthapura,1400.0,3.0,2.0,60.0,3.0,4285.71
627,Kundalahalli,1030.0,2.0,2.0,49.0,2.0,4757.28
628,Mysore Road,1200.0,2.0,1.0,85.0,2.0,7083.33
629,Other,1375.0,3.0,2.0,70.0,3.0,5090.91
630,Hegde Nagar,1050.0,1.0,2.0,56.0,2.0,5333.33
631,Jalahalli,2250.0,3.0,2.0,160.0,3.0,7111.11
632,Bellandur,1000.0,2.0,2.0,50.0,2.0,5000.0
633,Other,469.0,1.0,0.0,25.0,1.0,5330.49
635,Kambipura,883.0,2.0,1.0,29.0,2.0,3284.26
636,GM Palaya,1820.0,2.0,3.0,86.0,3.0,4725.27
637,Singasandra,1440.0,2.0,3.0,65.0,3.0,4513.89
640,Mahadevpura,1225.0,2.0,2.0,48.0,2.0,3918.37
642,Chikkalasandra,875.0,2.0,3.0,52.8,2.0,6034.29
643,Jalahalli East,750.0,1.0,2.0,40.0,1.0,5333.33
644,6th Phase JP Nagar,1180.0,2.0,3.0,80.0,2.0,6779.66
645,Haralur Road,1194.0,2.0,2.0,47.0,2.0,3936.35
646,Hennur Road,1500.0,2.0,2.0,62.0,3.0,4133.33
647,Other,1160.0,2.0,2.0,52.2,2.0,4500.0
650,Sarjapur,1128.0,2.0,1.0,60.0,2.0,5319.15
651,Hebbal,1500.0,3.0,1.0,150.0,3.0,10000.0
652,Other,1220.0,2.0,1.0,35.23,3.0,2887.7
653,Sarjapur  Road,1210.0,2.0,2.0,58.0,2.0,4793.39
654,Kanakpura Road,1100.0,2.0,1.0,58.0,3.0,5272.73
655,Bommasandra,1200.0,3.0,2.0,46.0,3.0,3833.33
657,Other,1641.0,3.0,2.0,66.0,3.0,4021.94
658,Horamavu Agara,1200.0,2.0,1.0,45.0,2.0,3750.0
659,Raja Rajeshwari Nagar,1260.0,2.0,1.0,67.39,2.0,5348.41
660,Mahadevpura,1720.0,3.0,3.0,78.0,3.0,4534.88
661,Yelahanka,1120.0,2.0,0.0,48.13,2.0,4297.32
662,Yelahanka,1210.0,2.0,1.0,45.98,2.0,3800.0
663,Indira Nagar,2200.0,4.0,2.0,200.0,4.0,9090.91
664,Bisuvanahalli,1075.0,2.0,1.0,45.0,3.0,4186.05
665,Thanisandra,1702.0,3.0,2.0,130.0,3.0,7638.07
667,Raja Rajeshwari Nagar,1141.0,2.0,2.0,38.55,2.0,3378.62
668,Other,2072.0,3.0,2.0,108.0,3.0,5212.36
670,Other,1200.0,2.0,0.0,70.0,3.0,5833.33
671,Other,1350.0,3.0,0.0,77.0,3.0,5703.7
673,Other,1180.0,2.0,2.0,78.34,3.0,6638.98
675,Other,1355.0,2.0,2.0,115.0,2.0,8487.08
676,Other,600.0,1.0,0.0,50.0,1.0,8333.33
678,Bannerghatta Road,1640.0,2.0,1.0,120.0,3.0,7317.07
680,Kodichikkanahalli,1190.0,2.0,2.0,57.0,3.0,4789.92
682,Marathahalli,1019.0,2.0,2.0,49.85,2.0,4892.05
683,Other,1875.0,3.0,2.0,165.0,3.0,8800.0
684,Akshaya Nagar,1250.0,3.0,2.0,40.0,3.0,3200.0
686,Whitefield,1140.0,2.0,1.0,56.0,2.0,4912.28
687,Lingadheeranahalli,1683.0,3.0,1.0,109.0,3.0,6476.53
688,Kaggadasapura,1515.0,3.0,2.0,83.3,3.0,5498.35
689,Hoodi,2118.0,4.0,2.0,111.0,4.0,5240.79
690,Bannerghatta Road,1380.0,3.0,0.0,58.0,4.0,4202.9
691,Varthur Road,1083.0,2.0,2.0,61.75,2.0,5701.75
692,Other,600.0,2.0,1.0,55.0,2.0,9166.67
693,Other,2300.0,3.0,3.0,120.0,3.0,5217.39
694,Other,1240.0,2.0,2.0,60.0,2.0,4838.71
695,Other,1750.0,3.0,1.0,120.0,3.0,6857.14
696,Other,1230.0,2.0,2.0,43.48,2.0,3534.96
697,Anjanapura,1500.0,3.0,1.0,139.0,3.0,9266.67
698,Abbigere,985.0,2.0,1.0,40.39,2.0,4100.51
699,Other,1500.0,2.0,1.0,87.0,3.0,5800.0
700,Electronic City,1125.0,2.0,1.0,32.49,2.0,2888.0
701,Other,950.0,2.0,1.0,44.0,2.0,4631.58
703,Kothanur,1580.0,3.0,3.0,76.0,3.0,4810.13
704,Other,1092.0,2.0,1.0,98.5,3.0,9020.15
705,Electronic City Phase II,1090.0,2.0,1.0,28.34,2.0,2600.0
706,Hennur Road,2264.0,3.0,1.0,159.0,3.0,7022.97
707,Dommasandra,1033.0,2.0,2.0,25.53,3.0,2471.44
708,Kammasandra,810.0,2.0,2.0,24.5,2.0,3024.69
709,Other,1045.0,2.0,0.0,45.0,2.0,4306.22
710,Hebbal,1337.0,2.0,1.0,82.0,2.0,6133.13
711,Chandapura,1200.0,2.0,2.0,32.0,2.0,2666.67
712,Koramangala,1580.0,3.0,2.0,160.0,3.0,10126.58
713,Begur Road,1500.0,2.0,3.0,54.0,3.0,3600.0
714,Whitefield,1640.0,4.0,2.0,91.0,3.0,5548.78
715,Other,1570.0,3.0,2.0,62.0,3.0,3949.04
716,Gubbalala,1470.0,2.0,2.0,82.0,3.0,5578.23
717,Kengeri,1160.0,2.0,2.0,40.61,2.0,3500.86
718,7th Phase JP Nagar,1050.0,2.0,1.0,71.0,2.0,6761.9
720,Bannerghatta Road,1460.0,2.0,1.0,90.0,3.0,6164.38
721,Hulimavu,1823.0,3.0,2.0,100.0,3.0,5485.46
722,Electronic City,1094.0,2.0,2.0,42.0,2.0,3839.12
723,Budigere,1153.0,2.0,2.0,57.0,2.0,4943.63
724,Other,1325.0,3.0,1.0,57.0,3.0,4301.89
725,Parappana Agrahara,1200.0,3.0,2.0,85.0,4.0,7083.33
726,Jakkur,1590.0,2.0,2.0,125.0,3.0,7861.64
729,Other,1202.0,2.0,1.0,48.0,2.0,3993.34
730,Haralur Road,1202.0,2.0,1.0,53.0,2.0,4409.32
731,Other,1200.0,2.0,3.0,62.5,2.0,5208.33
732,Panathur,1688.0,3.0,1.0,118.0,3.0,6990.52
733,Kaval Byrasandra,1020.0,2.0,1.0,52.0,2.0,5098.04
734,Sarjapur,1185.0,2.0,2.0,47.0,2.0,3966.24
735,Ramagondanahalli,1235.0,2.0,1.0,52.04,2.0,4213.77
737,Banashankari,1077.0,2.0,2.0,37.64,2.0,3494.89
738,Kengeri Satellite Town,1415.0,2.0,3.0,66.0,3.0,4664.31
739,EPIP Zone,2330.0,3.0,2.0,162.0,3.0,6952.79
740,Whitefield,805.0,2.0,2.0,35.0,2.0,4347.83
741,Other,425.0,1.0,0.0,20.03,1.0,4712.94
742,Whitefield,1155.0,2.0,3.0,59.95,2.0,5190.48
744,Anekal,656.0,2.0,1.0,22.0,2.0,3353.66
745,Other,1100.0,2.0,0.0,48.0,2.0,4363.64
746,Mahadevpura,1150.0,2.0,3.0,52.0,2.0,4521.74
747,Other,600.0,1.0,1.0,60.0,1.0,10000.0
748,Other,1468.0,2.0,1.0,140.0,2.0,9536.78
750,Whitefield,2280.0,4.0,2.0,126.0,3.0,5526.32
751,Hegde Nagar,1341.0,2.0,1.0,97.0,2.0,7233.41
752,Jakkur,1279.0,2.0,1.0,77.0,2.0,6020.33
753,Electronic City Phase II,2225.0,4.0,0.0,98.88,4.0,4444.04
754,Thanisandra,1185.0,2.0,2.0,43.51,2.0,3671.73
755,Other,1750.0,3.0,2.0,85.0,3.0,4857.14
756,Kudlu,1152.0,2.0,1.0,53.5,2.0,4644.1
758,Hulimavu,1300.0,2.0,3.0,36.0,2.0,2769.23
760,5th Phase JP Nagar,1070.0,2.0,2.0,39.0,2.0,3644.86
761,Uttarahalli,1101.0,2.0,0.0,45.0,2.0,4087.19
762,Other,775.0,2.0,1.0,55.0,2.0,7096.77
763,Yeshwanthpur,667.0,1.0,1.0,36.85,1.0,5524.74
764,Electronic City,1070.0,2.0,1.0,55.0,2.0,5140.19
765,Old Airport Road,1875.0,2.0,2.0,110.0,3.0,5866.67
766,Kundalahalli,735.0,2.0,1.0,57.99,2.0,7889.8
768,Koramangala,1750.0,3.0,2.0,130.0,3.0,7428.57
769,Marathahalli,1215.0,2.0,1.0,67.0,2.0,5514.4
771,Other,820.0,2.0,1.0,30.0,2.0,3658.54
772,Banashankari Stage VI,1160.0,2.0,0.0,59.935,2.0,5166.81
773,Battarahalli,1779.0,3.0,2.0,89.61,3.0,5037.1
774,Other,1105.0,2.0,2.0,58.0,2.0,5248.87
776,Whitefield,1650.0,3.0,2.0,60.0,3.0,3636.36
777,Jalahalli,1694.0,2.0,2.0,150.0,2.0,8854.78
779,Cox Town,1975.0,3.0,3.0,150.0,3.0,7594.94
780,Kammasandra,674.0,2.0,1.0,33.0,2.0,4896.14
781,Kaggadasapura,1185.0,2.0,1.0,41.0,2.0,3459.92
782,Thanisandra,445.0,1.0,0.0,28.0,1.0,6292.13
784,HSR Layout,1475.0,3.0,2.0,75.0,3.0,5084.75
785,Gottigere,1618.0,3.0,3.0,82.5,3.0,5098.89
786,Koramangala,1120.0,2.0,0.0,65.0,2.0,5803.57
787,Marathahalli,2181.0,3.0,2.0,152.0,4.0,6969.28
788,Vidyaranyapura,1200.0,4.0,0.0,90.0,4.0,7500.0
790,Bannerghatta Road,1556.0,2.0,1.0,59.13,3.0,3800.13
791,Bannerghatta Road,1179.0,2.0,1.0,66.02,2.0,5599.66
792,Thanisandra,1296.0,2.0,2.0,83.0,2.0,6404.32
793,Kaggadasapura,1275.0,2.0,2.0,52.0,2.0,4078.43
795,Kathriguppe,1400.0,2.0,2.0,77.0,3.0,5500.0
796,Gottigere,1222.0,2.0,1.0,63.0,2.0,5155.48
797,Electronic City,940.0,2.0,1.0,41.0,2.0,4361.7
798,Thanisandra,1185.0,2.0,2.0,42.6,2.0,3594.94
799,Tumkur Road,1779.0,3.0,2.0,112.0,3.0,6295.67
800,Begur Road,1615.0,3.0,2.0,59.76,3.0,3700.31
802,Haralur Road,1056.0,2.0,1.0,61.0,2.0,5776.52
803,7th Phase JP Nagar,1100.0,2.0,0.0,46.0,2.0,4181.82
804,Arekere,920.0,2.0,1.0,40.0,2.0,4347.83
805,Other,1602.0,2.0,0.0,75.0,3.0,4681.65
806,Padmanabhanagar,1176.0,2.0,0.0,62.0,2.0,5272.11
807,HBR Layout,675.0,3.0,1.0,59.0,4.0,8740.74
808,Other,1352.0,3.0,0.0,135.0,3.0,9985.21
809,Kasavanhalli,1717.0,3.0,3.0,99.0,3.0,5765.87
811,Bhoganhalli,2119.0,4.0,3.0,111.0,4.0,5238.32
812,Vittasandra,1246.0,2.0,1.0,67.3,2.0,5401.28
813,Anandapura,1141.0,2.0,1.0,42.79,2.0,3750.22
814,Hennur Road,1157.0,2.0,1.0,84.0,2.0,7260.16
815,Chandapura,1025.0,2.0,2.0,27.68,2.0,2700.49
816,Yelahanka New Town,650.0,1.0,2.0,33.0,1.0,5076.92
817,Hebbal,1349.0,2.0,1.0,98.0,2.0,7264.64
818,Other,1566.0,3.0,1.0,83.3,3.0,5319.28
820,Electronic City,1320.0,2.0,1.0,38.13,3.0,2888.64
821,Other,1780.0,3.0,1.0,84.83,3.0,4765.73
822,Varthur,1091.0,2.0,1.0,34.9,2.0,3198.9
824,7th Phase JP Nagar,918.0,2.0,1.0,50.49,2.0,5500.0
825,Yeshwanthpur,1950.0,4.0,0.0,130.0,4.0,6666.67
826,Panathur,1695.0,3.0,1.0,90.0,3.0,5309.73
827,Yelahanka,1705.0,3.0,2.0,95.0,3.0,5571.85
828,Kalyan nagar,1375.0,3.0,2.0,75.0,3.0,5454.55
829,Kanakpura Road,525.0,1.0,1.0,30.0,1.0,5714.29
830,Whitefield,1447.0,2.0,1.0,83.0,2.0,5736.01
831,Thanisandra,1114.0,2.0,1.0,39.0,2.0,3500.9
832,7th Phase JP Nagar,1450.0,2.0,1.0,100.0,3.0,6896.55
833,Other,460.0,1.0,0.0,15.0,2.0,3260.87
834,Vasanthapura,1022.0,2.0,2.0,40.0,2.0,3913.89
835,Hebbal,1000.0,2.0,2.0,45.0,2.0,4500.0
836,Electronic City,1128.0,2.0,1.0,68.75,2.0,6094.86
837,Kanakpura Road,1180.0,2.0,2.0,57.0,2.0,4830.51
841,Kanakpura Road,1339.0,2.0,3.0,75.0,2.0,5601.19
842,Yelachenahalli,1400.0,2.0,3.0,55.0,3.0,3928.57
843,7th Phase JP Nagar,1040.0,2.0,1.0,39.52,2.0,3800.0
844,Kadugodi,1198.0,2.0,2.0,58.0,2.0,4841.4
845,Other,1200.0,3.0,2.0,95.0,4.0,7916.67
846,Sarjapur  Road,1691.0,3.0,2.0,113.0,3.0,6682.44
847,Bisuvanahalli,1075.0,3.0,2.0,36.0,3.0,3348.84
849,8th Phase JP Nagar,1240.0,3.0,2.0,43.5,3.0,3508.06
850,Bannerghatta Road,1115.0,2.0,0.0,58.935,2.0,5285.65
851,Mallasandra,1665.0,3.0,2.0,86.58,3.0,5200.0
853,Brookefield,1142.0,2.0,2.0,70.0,2.0,6129.6
854,Other,1976.0,3.0,1.0,184.0,3.0,9311.74
856,Kothannur,1853.0,3.0,2.0,82.0,3.0,4425.26
858,Kasturi Nagar,1567.0,2.0,2.0,92.0,2.0,5871.09
859,Talaghattapura,1090.0,2.0,1.0,27.24,2.0,2499.08
862,Electronics City Phase 1,1175.0,2.0,2.0,51.47,2.0,4380.43
863,Subramanyapura,1200.0,2.0,2.0,52.0,2.0,4333.33
864,Kodichikkanahalli,995.0,2.0,1.0,41.0,2.0,4120.6
865,Magadi Road,884.0,2.0,1.0,41.1,2.0,4649.32
867,Yeshwanthpur,1170.0,2.0,2.0,57.0,2.0,4871.79
868,KR Puram,1225.0,2.0,1.0,46.55,2.0,3800.0
869,Electronic City,1342.0,2.0,1.0,73.3,2.0,5462.0
870,Uttarahalli,1345.0,2.0,1.0,67.0,2.0,4981.41
871,Kodigehaali,1320.0,3.0,0.0,65.0,3.0,4924.24
873,Raja Rajeshwari Nagar,1140.0,2.0,1.0,49.39,2.0,4332.46
874,Battarahalli,1300.0,2.0,1.0,50.0,2.0,3846.15
875,Hosa Road,1652.0,3.0,2.0,85.0,3.0,5145.28
876,Thigalarapalya,2072.0,4.0,2.0,142.0,3.0,6853.28
877,Arekere,1740.0,2.0,2.0,95.0,3.0,5459.77
878,Electronic City,1360.0,2.0,1.0,71.0,3.0,5220.59
879,Hosur Road,1145.0,2.0,2.0,60.0,3.0,5240.17
880,Uttarahalli,1540.0,2.0,0.0,40.0,3.0,2597.4
881,Sarjapur  Road,1278.0,2.0,2.0,95.0,2.0,7433.49
882,Electronic City Phase II,630.0,1.0,1.0,40.0,1.0,6349.21
883,Kanakpura Road,1100.0,3.0,2.0,58.0,3.0,5272.73
884,Other,1200.0,3.0,0.0,95.0,3.0,7916.67
886,Chandapura,520.0,1.0,0.0,15.135,1.0,2910.58
887,Chandapura,1015.0,2.0,2.0,25.88,2.0,2549.75
890,Gunjur,1356.0,2.0,3.0,66.0,3.0,4867.26
891,Other,823.0,2.0,1.0,28.0,2.0,3402.19
892,TC Palaya,1200.0,2.0,0.0,66.0,3.0,5500.0
893,Ramamurthy Nagar,1050.0,2.0,0.0,37.0,2.0,3523.81
894,Other,1180.0,2.0,1.0,69.0,2.0,5847.46
895,Whitefield,1116.0,2.0,3.0,51.91,2.0,4651.43
896,7th Phase JP Nagar,1070.0,2.0,1.0,42.79,2.0,3999.07
897,Varthur,1385.0,2.0,3.0,80.0,2.0,5776.17
898,Varthur,1000.0,1.0,1.0,70.0,1.0,7000.0
899,Whitefield,1897.0,3.0,2.0,130.0,3.0,6852.93
900,Magadi Road,1005.0,2.0,1.0,55.78,2.0,5550.25
901,Green Glen Layout,1575.0,3.0,2.0,125.0,3.0,7936.51
902,Subramanyapura,975.0,2.0,1.0,65.0,2.0,6666.67
903,Hennur Road,1904.0,3.0,2.0,120.0,3.0,6302.52
904,Kengeri Satellite Town,930.0,1.0,1.0,30.0,1.0,3225.81
905,Kanakpura Road,525.0,1.0,1.0,26.0,1.0,4952.38
906,Other,686.0,1.0,1.0,17.0,1.0,2478.13
909,Sarjapur  Road,2238.0,3.0,1.0,140.0,3.0,6255.59
910,Harlur,1174.0,2.0,1.0,69.0,2.0,5877.34
912,Whitefield,2225.0,2.0,1.0,125.0,3.0,5617.98
914,Jigani,918.0,2.0,2.0,52.0,2.0,5664.49
915,Mahadevpura,1250.0,2.0,3.0,52.0,2.0,4160.0
916,Sarjapur  Road,1800.0,3.0,2.0,110.0,3.0,6111.11
917,Marathahalli,1170.0,2.0,3.0,53.0,2.0,4529.91
919,Bannerghatta Road,793.0,2.0,1.0,45.0,2.0,5674.65
920,Jakkur,1710.0,3.0,2.0,107.0,3.0,6257.31
921,Kambipura,1082.0,2.0,1.0,57.5,3.0,5314.23
922,Other,1001.0,2.0,2.0,33.03,2.0,3299.7
924,Yelahanka,1590.0,2.0,1.0,54.0,3.0,3396.23
926,Horamavu Banaswadi,1554.0,3.0,2.0,55.0,3.0,3539.25
927,Thanisandra,1000.0,2.0,0.0,43.415,2.0,4341.5
929,Other,884.0,1.0,0.0,58.0,2.0,6561.09
930,Hosa Road,1045.0,2.0,1.0,98.89,2.0,9463.16
931,Marathahalli,1019.0,2.0,2.0,49.86,2.0,4893.03
932,Ambedkar Nagar,1935.0,4.0,2.0,130.0,3.0,6718.35
933,Uttarahalli,1135.0,2.0,2.0,39.73,3.0,3500.44
934,Lakshminarayana Pura,1680.0,3.0,2.0,150.0,3.0,8928.57
940,Kasavanhalli,1799.0,3.0,3.0,90.0,3.0,5002.78
942,Attibele,400.0,1.0,1.0,11.0,1.0,2750.0
943,Kundalahalli,1047.0,2.0,1.0,82.0,2.0,7831.9
944,Other,1282.0,2.0,2.0,87.0,2.0,6786.27
945,NGR Layout,1020.0,2.0,1.0,45.9,2.0,4500.0
947,Whitefield,1495.0,2.0,1.0,79.5,2.0,5317.73
949,Other,1611.0,2.0,2.0,64.44,3.0,4000.0
951,Other,1500.0,2.0,2.0,95.0,3.0,6333.33
952,Sahakara Nagar,1500.0,2.0,2.0,95.0,3.0,6333.33
954,Uttarahalli,1540.0,3.0,0.0,50.0,3.0,3246.75
955,Hosa Road,1639.0,3.0,1.0,80.0,3.0,4881.03
957,Raja Rajeshwari Nagar,1303.0,2.0,2.0,55.79,2.0,4281.66
959,Kammasandra,650.0,1.0,0.0,18.41,1.0,2832.31
960,Chandapura,1305.0,3.0,1.0,33.28,3.0,2550.19
962,Other,1300.0,1.0,1.0,115.0,2.0,8846.15
963,Brookefield,1440.0,2.0,3.0,68.0,3.0,4722.22
964,Seegehalli,901.0,2.0,1.0,35.14,2.0,3900.11
966,Sarjapur,900.0,2.0,1.0,42.0,3.0,4666.67
967,Other,1060.0,2.0,1.0,55.0,2.0,5188.68
968,NGR Layout,1020.0,2.0,1.0,48.45,2.0,4750.0
969,Varthur,1535.0,3.0,2.0,65.99,3.0,4299.02
970,Other,530.0,1.0,1.0,20.0,1.0,3773.58
971,Haralur Road,1464.0,3.0,2.0,56.0,3.0,3825.14
972,Other,1350.0,2.0,3.0,80.0,2.0,5925.93
973,Sarjapur  Road,1115.0,2.0,2.0,50.0,2.0,4484.3
974,Uttarahalli,1175.0,2.0,2.0,47.0,2.0,4000.0
975,Whitefield,1113.0,2.0,1.0,62.0,2.0,5570.53
978,Other,650.0,2.0,0.0,42.0,2.0,6461.54
979,Marathahalli,1325.0,2.0,2.0,71.55,2.0,5400.0
980,Electronics City Phase 1,950.0,2.0,3.0,31.0,2.0,3263.16
981,Jakkur,1396.0,2.0,1.0,86.51,3.0,6196.99
982,Rachenahalli,1050.0,2.0,2.0,52.07,2.0,4959.05
983,Thanisandra,1825.0,3.0,2.0,100.0,3.0,5479.45
984,7th Phase JP Nagar,1190.0,2.0,1.0,49.98,2.0,4200.0
985,Marathahalli,1220.0,2.0,1.0,56.5,2.0,4631.15
986,Other,1565.0,2.0,2.0,75.0,3.0,4792.33
987,Hennur Road,1891.0,3.0,1.0,109.0,3.0,5764.15
988,Other,900.0,2.0,0.0,27.0,2.0,3000.0
989,Hosa Road,1161.0,2.0,1.0,55.15,2.0,4750.22
990,Sarjapur,633.0,1.0,0.0,17.535,1.0,2770.14
993,Yeshwanthpur,665.0,1.0,1.0,36.85,1.0,5541.35
994,Mysore Road,1175.0,2.0,1.0,73.5,2.0,6255.32
995,Hoodi,1425.0,2.0,2.0,80.0,2.0,5614.04
996,Other,1200.0,1.0,0.0,20.0,1.0,1666.67
997,Other,1200.0,3.0,1.0,56.12,3.0,4676.67
998,Somasundara Palya,1255.0,2.0,2.0,67.0,2.0,5338.65
999,Hegde Nagar,2112.95,4.0,2.0,145.0,3.0,6862.44
1000,Raja Rajeshwari Nagar,600.0,1.0,1.0,22.0,1.0,3666.67
1001,Haralur Road,1810.0,3.0,2.0,100.0,3.0,5524.86
1002,Indira Nagar,1200.0,2.0,2.0,93.0,2.0,7750.0
1003,Harlur,1033.0,2.0,2.0,49.0,2.0,4743.47
1004,Other,1548.0,3.0,2.0,89.5,3.0,5781.65
1005,Horamavu Banaswadi,1611.0,3.0,3.0,66.0,3.0,4096.83
1006,Electronic City Phase II,1400.0,2.0,1.0,40.43,3.0,2887.86
1007,Vidyaranyapura,1485.0,2.0,2.0,67.0,3.0,4511.78
1009,Pattandur Agrahara,1025.0,2.0,1.0,44.5,2.0,4341.46
1011,Other,1225.0,2.0,2.0,53.0,2.0,4326.53
1012,5th Phase JP Nagar,1256.0,2.0,1.0,62.8,2.0,5000.0
